targetID	alnScore	seqIdentity	eVal	locus_tag_nissle	locus_tag_k12
NZ_CP082949.1_cds_WP_001304337.1_197	NC_000913.3_cds_NP_416161.4_1637	0.986	858	K8943_RS00995	b1644
NZ_CP082949.1_cds_WP_001304355.1_133	NC_000913.3_cds_NP_416099.1_1572	0.975	327	K8943_RS00665	b1582
NZ_CP082949.1_cds_WP_001304368.1_97	NC_000913.3_cds_NP_416025.1_1494	0.958	267	K8943_RS00485	b1508
NZ_CP082949.1_cds_WP_001304372.1_81	NC_000913.3_cds_NP_416014.4_1484	0.982	1158	K8943_RS00405	b1497
NZ_CP082949.1_cds_WP_001304373.1_79	NC_000913.3_cds_NP_416013.1_1482	0.981	1686	K8943_RS00395	b1496
NZ_CP082949.1_cds_WP_001304394.1_15	NC_000913.3_cds_NP_415944.1_1414	0.972	540	K8943_RS00075	b1427
NZ_CP082949.1_cds_WP_001304405.1_4682	NC_000913.3_cds_NP_415841.4_1309	0.976	966	K8943_RS24005	b1325
NZ_CP082949.1_cds_WP_001304406.1_4680	NC_000913.3_cds_NP_415839.1_1307	0.982	1542	K8943_RS23995	b1323
NZ_CP082949.1_cds_WP_001304407.1_4678	NC_000913.3_cds_NP_415837.1_1305	0.959	1398	K8943_RS23985	b1321
NZ_CP082949.1_cds_WP_001304408.1_4676	NC_000913.3_cds_NP_415835.1_1303	0.97	906	K8943_RS23975	b1319
NZ_CP082949.1_cds_WP_001304419.1_4627	NC_000913.3_cds_NP_415790.1_1252	0.982	2598	K8943_RS23730	b1274
NZ_CP082949.1_cds_WP_001304428.1_4572	NC_000913.3_cds_NP_415741.1_1202	0.987	1392	K8943_RS23440	b1223
NZ_CP082949.1_cds_WP_001304433.1_4554	NC_000913.3_cds_NP_415724.2_1182	0.984	1653	K8943_RS23350	b1206
NZ_CP082949.1_cds_WP_001304434.1_4546	NC_000913.3_cds_NP_415716.4_1174	0.98	1419	K8943_RS23310	b1198
NZ_CP082949.1_cds_WP_001304468.1_4388	NC_000913.3_cds_NP_415599.1_1054	0.978	942	K8943_RS22495	b1081
NZ_CP082949.1_cds_WP_001304473.1_4357	NC_000913.3_cds_NP_415567.1_1023	0.983	2544	K8943_RS22340	b1049
NZ_CP082949.1_cds_WP_001304480.1_3412	NC_000913.3_cds_NP_414700.1_161	0.992	801	K8943_RS17485	b0158
NZ_CP082949.1_cds_WP_001304662.1_3039	NC_000913.3_cds_NP_418661.1_4154	0.978	1422	K8943_RS15600	b4240
NZ_CP082949.1_cds_WP_001304663.1_3038	NC_000913.3_cds_NP_418660.1_4153	0.979	1656	K8943_RS15595	b4239
NZ_CP082949.1_cds_WP_001304672.1_3013	NC_000913.3_cds_NP_418631.2_4127	0.977	966	K8943_RS15470	b4210
NZ_CP082949.1_cds_WP_001304682.1_2965	NC_000913.3_cds_NP_418591.1_4088	0.972	1848	K8943_RS15230	b4170
NZ_CP082949.1_cds_WP_001304700.1_2897	NC_000913.3_cds_NP_418523.1_4018	0.944	1065	K8943_RS14870	b4099
NZ_CP082949.1_cds_WP_001304710.1_2850	NC_000913.3_cds_NP_418484.4_3977	0.964	282	K8943_RS14635	b4060
NZ_CP082949.1_cds_WP_001304750.1_4219	NC_000913.3_cds_NP_415534.1_993	0.97	3963	K8943_RS21650	b1014
NZ_CP082949.1_cds_WP_001304752.1_4214	NC_000913.3_cds_NP_415529.1_988	0.98	801	K8943_RS21625	b1009
NZ_CP082949.1_cds_WP_001304753.1_4211	NC_000913.3_cds_NP_415526.4_985	0.969	1329	K8943_RS21610	b1006
NZ_CP082949.1_cds_WP_001304764.1_4149	NC_000913.3_cds_NP_415451.1_907	0.988	1203	K8943_RS21295	b0931
NZ_CP082949.1_cds_WP_001304765.1_4139	NC_000913.3_cds_NP_415441.1_897	0.988	786	K8943_RS21245	b0921
NZ_CP082949.1_cds_WP_001304778.1_4067	NC_000913.3_cds_NP_415367.1_822	0.975	537	K8943_RS20880	b0846
NZ_CP082949.1_cds_WP_001304780.1_4050	NC_000913.3_cds_NP_415350.2_805	0.979	1872	K8943_RS20795	b0829
NZ_CP082949.1_cds_WP_001304786.1_4028	NC_000913.3_cds_NP_415328.4_782	0.975	927	K8943_RS20685	b0807
NZ_CP082949.1_cds_WP_001304787.1_4014	NC_000913.3_cds_NP_415315.4_768	0.967	1737	K8943_RS20615	b0794
NZ_CP082949.1_cds_WP_001304790.1_4000	NC_000913.3_cds_NP_415301.1_754	0.948	909	K8943_RS20545	b0780
NZ_CP082949.1_cds_WP_001304798.1_3931	NC_000913.3_cds_NP_415223.1_675	0.968	2685	K8943_RS20165	b0695
NZ_CP082949.1_cds_WP_001304801.1_3926	NC_000913.3_cds_NP_415214.1_669	0.971	1641	K8943_RS20140	b0688
NZ_CP082949.1_cds_WP_001304809.1_3866	NC_000913.3_cds_NP_415152.1_612	0.971	1659	K8943_RS19805	b0619
NZ_CP082949.1_cds_WP_001304814.1_3815	NC_000913.3_cds_NP_415100.1_558	0.982	2973	K8943_RS19550	b0568
NZ_CP082949.1_cds_WP_001304818.1_3801	NC_000913.3_cds_NP_415056.1_512	0.984	510	K8943_RS19475	b0523
NZ_CP082949.1_cds_WP_001304819.1_3798	NC_000913.3_cds_NP_415053.1_509	0.968	816	K8943_RS19460	b0520
NZ_CP082949.1_cds_WP_001304820.1_3792	NC_000913.3_cds_NP_415047.1_503	0.965	1144	K8943_RS19430	b0514
NZ_CP082949.1_cds_WP_001304821.1_3786	NC_000913.3_cds_NP_415040.1_497	0.956	1782	K8943_RS19400	b0507
NZ_CP082949.1_cds_WP_001304825.1_3740	NC_000913.3_cds_NP_414991.4_449	0.991	471	K8943_RS19170	b0458
NZ_CP082949.1_cds_WP_001304827.1_3735	NC_000913.3_cds_NP_414986.1_444	0.98	861	K8943_RS19140	b0452
NZ_CP082949.1_cds_WP_001304835.1_3679	NC_000913.3_cds_NP_414930.3_388	0.966	1185	K8943_RS18860	b0396
NZ_CP082949.1_cds_WP_001304841.1_3669	NC_000913.3_cds_NP_414920.1_379	0.985	810	K8943_RS18810	b0386
NZ_CP082949.1_cds_WP_001304842.1_3666	NC_000913.3_cds_NP_414917.2_376	0.976	1416	K8943_RS18795	b0383
NZ_CP082949.1_cds_WP_001304845.1_3659	NC_000913.3_cds_NP_414911.1_370	0.982	1221	K8943_RS18760	b0377
NZ_CP082949.1_cds_WP_001304849.1_3643	NC_000913.3_cds_NP_414888.4_348	0.966	540	K8943_RS18680	b0354
NZ_CP082949.1_cds_WP_001304856.1_3620	NC_000913.3_cds_NP_414853.1_314	0.961	864	K8943_RS18565	b0319
NZ_CP082949.1_cds_WP_001304864.1_3603	NC_000913.3_cds_NP_414839.1_300	0.978	855	K8943_RS18475	b0305
NZ_CP082949.1_cds_WP_001304889.1_3556	NC_000913.3_cds_NP_414758.1_220	0.981	768	K8943_RS18235	b0223
NZ_CP082949.1_cds_WP_001304891.1_3552	NC_000913.3_cds_NP_414754.1_216	0.972	771	K8943_RS18215	b0219
NZ_CP082949.1_cds_WP_001304915.1_2061	NC_000913.3_cds_NP_417792.2_3268	0.966	1164	K8943_RS10545	b3333
NZ_CP082949.1_cds_WP_001304921.1_2087	NC_000913.3_cds_NP_417817.2_3294	0.979	2091	K8943_RS10675	b3358
NZ_CP082949.1_cds_WP_001304923.1_2105	NC_000913.3_cds_NP_417841.2_3318	0.975	363	K8943_RS10765	b3382
NZ_CP082949.1_cds_WP_001304924.1_2122	NC_000913.3_cds_NP_417858.4_3335	0.991	669	K8943_RS10850	b3399
NZ_CP082949.1_cds_WP_001304925.1_2126	NC_000913.3_cds_NP_417862.1_3339	0.97	1623	K8943_RS10870	b3403
NZ_CP082949.1_cds_WP_001304942.1_2226	NC_000913.3_cds_YP_010051203.1_3424	0.973	114	K8943_RS11370	b4790
NZ_CP082949.1_cds_WP_001304945.1_2235	NC_000913.3_cds_NP_417955.1_3435	0.955	2043	K8943_RS11415	b3498
NZ_CP082949.1_cds_WP_001304951.1_2269	NC_000913.3_cds_NP_417982.2_3463	0.988	768	K8943_RS11585	b3525
NZ_CP082949.1_cds_WP_001304954.1_2275	NC_000913.3_cds_NP_417988.1_3469	0.991	1107	K8943_RS11615	b3531
NZ_CP082949.1_cds_WP_001304968.1_2330	NC_000913.3_cds_NP_418039.2_3523	0.937	861	K8943_RS11895	b3582
NZ_CP082949.1_cds_WP_001304974.1_2348	NC_000913.3_cds_NP_418061.1_3546	0.957	777	K8943_RS11985	b3604
NZ_CP082949.1_cds_WP_001304977.1_2371	NC_000913.3_cds_NP_418087.1_3575	0.772	693	K8943_RS12100	b3630
NZ_CP082949.1_cds_WP_001304987.1_2396	NC_000913.3_cds_NP_418112.1_3600	0.974	1710	K8943_RS12225	b3655
NZ_CP082949.1_cds_WP_001304997.1_2437	NC_000913.3_cds_NP_418124.4_3614	0.959	1503	K8943_RS12435	b3668
NZ_CP082949.1_cds_WP_001304999.1_2444	NC_000913.3_cds_NP_418129.2_3621	0.98	1185	K8943_RS12470	b3673
NZ_CP082949.1_cds_WP_001305000.1_2450	NC_000913.3_cds_NP_418136.2_3628	0.976	861	K8943_RS12500	b3680
NZ_CP082949.1_cds_WP_001305004.1_2454	NC_000913.3_cds_NP_418143.2_3635	0.948	333	K8943_RS12520	b3688
NZ_CP082949.1_cds_WP_001305005.1_2462	NC_000913.3_cds_YP_026240.1_3643	0.705	640	K8943_RS12560	b3696
NZ_CP082949.1_cds_WP_001305006.1_2464	NC_000913.3_cds_NP_418153.4_3645	0.969	399	K8943_RS12570	b3698
NZ_CP082949.1_cds_WP_001305013.1_2490	NC_000913.3_cds_NP_418179.1_3672	0.971	837	K8943_RS12700	b3723
NZ_CP082949.1_cds_WP_001305014.1_2513	NC_000913.3_cds_NP_418202.4_3695	0.978	1497	K8943_RS12815	b3746
NZ_CP082949.1_cds_WP_001305029.1_1652	NC_000913.3_cds_NP_417114.1_2603	0.703	324	K8943_RS08445	b2625
NZ_CP082949.1_cds_WP_001305033.1_2747	NC_000913.3_cds_NP_418401.1_3894	0.957	1845	K8943_RS14055	b3966
NZ_CP082949.1_cds_WP_001305041.1_2708	NC_000913.3_cds_NP_418370.1_3864	0.95	2199	K8943_RS13860	b3935
NZ_CP082949.1_cds_WP_001305044.1_2703	NC_000913.3_cds_NP_418365.1_3859	0.976	927	K8943_RS13835	b3930
NZ_CP082949.1_cds_WP_001305053.1_2677	NC_000913.3_cds_YP_026276.1_3833	0.964	1260	K8943_RS13705	b3903
NZ_CP082949.1_cds_WP_001305064.1_2642	NC_000913.3_cds_NP_418304.1_3798	0.955	1410	K8943_RS13530	b3868
NZ_CP082949.1_cds_WP_001305065.1_2639	NC_000913.3_cds_NP_418302.1_3795	0.978	510	K8943_RS13515	b3866
NZ_CP082949.1_cds_WP_001305091.1_1695	NC_000913.3_cds_YP_010051199.1_2922	0.941	959	K8943_RS08660	b2970
NZ_CP082949.1_cds_WP_001305092.1_1696	NC_000913.3_cds_NP_417445.1_2923	0.975	411	K8943_RS08665	b2971
NZ_CP082949.1_cds_WP_001305093.1_1697	NC_000913.3_cds_NP_417446.4_2924	0.946	810	K8943_RS08670	b2972
NZ_CP082949.1_cds_WP_001305094.1_1705	NC_000913.3_cds_NP_417454.1_2932	0.994	755	K8943_RS08710	b2980
NZ_CP082949.1_cds_WP_001305096.1_1720	NC_000913.3_cds_NP_417462.1_2940	0.953	1860	K8943_RS08785	b2988
NZ_CP082949.1_cds_WP_001305097.1_1721	NC_000913.3_cds_NP_417463.4_2941	0.956	867	K8943_RS08790	b2989
NZ_CP082949.1_cds_WP_001305104.1_1755	NC_000913.3_cds_NP_417492.1_2968	0.988	1608	K8943_RS08960	b3020
NZ_CP082949.1_cds_WP_001305111.1_1802	NC_000913.3_cds_NP_417529.1_3007	0.981	820	K8943_RS09195	b3057
NZ_CP082949.1_cds_WP_001305117.1_1829	NC_000913.3_cds_NP_417556.2_3034	0.96	504	K8943_RS09335	b3085
NZ_CP082949.1_cds_WP_001305122.1_1848	NC_000913.3_cds_NP_417574.1_3053	0.98	361	K8943_RS09430	b3103
NZ_CP082949.1_cds_WP_001305128.1_1883	NC_000913.3_cds_NP_417610.1_3085	0.975	725	K8943_RS09610	b3141
NZ_CP082949.1_cds_WP_001305130.1_1895	NC_000913.3_cds_NP_417627.1_3102	0.981	996	K8943_RS09670	b3158
NZ_CP082949.1_cds_WP_001305134.1_1929	NC_000913.3_cds_NP_417660.1_3138	0.981	552	K8943_RS09850	b3193
NZ_CP082949.1_cds_WP_001305135.1_1933	NC_000913.3_cds_NP_417664.1_3142	0.984	987	K8943_RS09870	b3197
NZ_CP082949.1_cds_WP_001305166.1_812	NC_000913.3_cds_NP_416625.1_2102	0.969	1137	K8943_RS04130	b2121
NZ_CP082949.1_cds_WP_001305177.1_864	NC_000913.3_cds_NP_416677.1_2154	0.973	1467	K8943_RS04390	b2172
NZ_CP082949.1_cds_WP_001305178.1_869	NC_000913.3_cds_NP_416682.4_2159	0.977	1815	K8943_RS04415	b2177
NZ_CP082949.1_cds_WP_001305196.1_1033	NC_000913.3_cds_NP_416833.4_2311	0.958	933	K8943_RS05240	b2330
NZ_CP082949.1_cds_WP_001305203.1_1060	NC_000913.3_cds_NP_416871.1_2350	0.961	3594	K8943_RS05380	b2370
NZ_CP082949.1_cds_WP_001305210.1_1097	NC_000913.3_cds_NP_416907.1_2388	0.974	999	K8943_RS05595	b2412
NZ_CP082949.1_cds_WP_001305214.1_1114	NC_000913.3_cds_NP_416926.4_2407	0.972	900	K8943_RS05680	b2431
NZ_CP082949.1_cds_WP_001305215.1_1121	NC_000913.3_cds_NP_416933.4_2414	0.988	501	K8943_RS05715	b2438
NZ_CP082949.1_cds_WP_001305216.1_1127	NC_000913.3_cds_NP_416948.4_2429	0.954	1188	K8943_RS05745	b2453
NZ_CP082949.1_cds_WP_001305234.1_1206	NC_000913.3_cds_NP_417038.4_2523	0.973	423	K8943_RS06135	b2543
NZ_CP082949.1_cds_WP_001305235.1_1212	NC_000913.3_cds_NP_417044.4_2529	0.964	3282	K8943_RS06165	b2549
NZ_CP082949.1_cds_WP_001305236.1_1213	NC_000913.3_cds_NP_417045.4_2530	0.96	1194	K8943_RS06170	b2550
NZ_CP082949.1_cds_WP_001305238.1_1217	NC_000913.3_cds_NP_417049.1_2534	0.961	1335	K8943_RS06190	b2554
NZ_CP082949.1_cds_WP_001305244.1_1251	NC_000913.3_cds_NP_417080.4_2568	0.988	1356	K8943_RS06360	b2585
NZ_CP082949.1_cds_WP_001305252.1_1284	NC_000913.3_cds_NP_417148.1_2629	0.959	1281	K8943_RS06550	b2662
NZ_CP082949.1_cds_WP_001305253.1_1285	NC_000913.3_cds_NP_417149.1_2630	0.971	1401	K8943_RS06555	b2663
NZ_CP082949.1_cds_WP_001305258.1_1309	NC_000913.3_cds_NP_417171.1_2651	0.969	1539	K8943_RS06675	b2686
NZ_CP082949.1_cds_WP_001305264.1_1321	NC_000913.3_cds_NP_417181.1_2661	0.981	1085	K8943_RS06760	b2701
NZ_CP082949.1_cds_WP_001305275.1_1383	NC_000913.3_cds_NP_417246.4_2726	0.958	1272	K8943_RS07070	b2766
NZ_CP082949.1_cds_WP_001305277.1_1387	NC_000913.3_cds_NP_417250.4_2730	0.967	780	K8943_RS07090	b2770
NZ_CP082949.1_cds_WP_001305284.1_1423	NC_000913.3_cds_NP_417285.1_2765	0.987	732	K8943_RS07270	b2805
NZ_CP082949.1_cds_WP_001305291.1_1459	NC_000913.3_cds_NP_417297.1_2777	0.965	3543	K8943_RS07465	b2820
NZ_CP082949.1_cds_WP_001305302.1_1524	NC_000913.3_cds_NP_417380.1_2855	0.969	390	K8943_RS07795	b2904
NZ_CP082949.1_cds_WP_001305321.1_2766	NC_000913.3_cds_NP_418422.1_3914	0.959	1896	K8943_RS14190	b3994
NZ_CP082949.1_cds_WP_001305322.1_2765	NC_000913.3_cds_NP_418421.1_3913	0.963	636	K8943_RS14185	b3993
NZ_CP082949.1_cds_WP_001305323.1_2764	NC_000913.3_cds_NP_418420.4_3912	0.973	756	K8943_RS14180	b3992
NZ_CP082949.1_cds_WP_001305365.1_2614	NC_000913.3_cds_NP_418278.1_3771	0.98	606	K8943_RS13370	b3834
NZ_CP082949.1_cds_WP_001305582.1_3948	NC_000913.3_cds_YP_009518759.1_701	1.0	108	K8943_RS20250	b4735
NZ_CP082949.1_cds_WP_001305933.1_4089	NC_000913.3_cds_NP_415389.2_844	0.982	1014	K8943_RS20990	b0868
NZ_CP082949.1_cds_WP_001307333.1_1160	NC_000913.3_cds_NP_416991.2_2474	0.987	702	K8943_RS05910	b2496
NZ_CP082949.1_cds_WP_001307474.1_2472	NC_000913.3_cds_YP_588472.1_3653	1.0	258	K8943_RS12610	b4557
NZ_CP082949.1_cds_WP_001308099.1_2138	NC_000913.3_cds_NP_417872.2_3349	0.972	684	K8943_RS10930	b3413
NZ_CP082949.1_cds_WP_001308374.1_3463	NC_000913.3_cds_NP_414751.1_213	0.979	732	K8943_RS17770	b0215
NZ_CP082949.1_cds_WP_001308392.1_3553	NC_000913.3_cds_NP_414755.1_217	0.984	447	K8943_RS18220	b0220
NZ_CP082949.1_cds_WP_001308552.1_4344	NC_000913.3_cds_NP_415554.4_1010	0.981	492	K8943_RS22275	b1036
NZ_CP082949.1_cds_WP_001309400.1_4195	NC_000913.3_cds_NP_415511.1_969	1.0	231	K8943_RS21530	b0991
NZ_CP082949.1_cds_WP_001309467.1_4602	NC_000913.3_cds_YP_001165316.1_1227	0.994	174	K8943_RS23605	b4595
NZ_CP082949.1_cds_WP_001310756.1_4631	NC_000913.3_cds_YP_009518771.1_1256	0.989	96	K8943_RS23750	b4741
NZ_CP082949.1_cds_WP_001311244.1_2527	NC_000913.3_cds_NP_418215.1_3708	1.0	99	K8943_RS12915	b3766
NZ_CP082949.1_cds_WP_001312137.1_2011	NC_000913.3_cds_YP_026210.1_3218	0.985	543	K8943_RS10295	b3283
NZ_CP082949.1_cds_WP_001312198.1_2442	NC_000913.3_cds_NP_418128.1_3618	0.989	99	K8943_RS12460	b3672
NZ_CP082949.1_cds_WP_001312331.1_2925	NC_000913.3_cds_NP_418552.1_4046	0.989	297	K8943_RS15010	b4128
NZ_CP082949.1_cds_WP_001312672.1_3929	NC_000913.3_cds_YP_010051176.1_673	0.857	105	K8943_RS20155	b4803
NZ_CP082949.1_cds_WP_001313612.1_3614	NC_000913.3_cds_NP_414847.3_307	0.95	588	K8943_RS18535	b0313
NZ_CP082949.1_cds_WP_001313620.1_3655	NC_000913.3_cds_NP_414903.4_363	0.982	975	K8943_RS18740	b0369
NZ_CP082949.1_cds_WP_001313630.1_3756	NC_000913.3_cds_NP_415007.1_466	0.978	645	K8943_RS19250	b0474
NZ_CP082949.1_cds_WP_001313644.1_3855	NC_000913.3_cds_NP_415139.2_599	0.98	1566	K8943_RS19750	b0606
NZ_CP082949.1_cds_WP_001313671.1_3985	NC_000913.3_cds_NP_415287.1_740	0.986	819	K8943_RS20470	b0766
NZ_CP082949.1_cds_WP_001313692.1_4066	NC_000913.3_cds_NP_415366.1_821	0.98	1209	K8943_RS20875	b0845
NZ_CP082949.1_cds_WP_001313710.1_4127	NC_000913.3_cds_NP_415429.2_885	0.955	765	K8943_RS21185	b0909
NZ_CP082949.1_cds_WP_001313744.1_4409	NC_000913.3_cds_NP_415621.3_1076	0.986	360	K8943_RS22600	b1103
NZ_CP082949.1_cds_WP_001313775.1_4603	NC_000913.3_cds_NP_415766.1_1228	0.982	1254	K8943_RS23610	b1250
NZ_CP082949.1_cds_WP_001313857.1_201	NC_000913.3_cds_NP_416165.2_1641	0.954	240	K8943_RS01015	b1648
NZ_CP082949.1_cds_WP_001313858.1_206	NC_000913.3_cds_NP_416170.1_1646	0.954	111	K8943_RS01040	b1653
NZ_CP082949.1_cds_WP_001313872.1_258	NC_000913.3_cds_NP_416220.1_1698	0.979	192	K8943_RS01310	b1705
NZ_CP082949.1_cds_WP_001313892.1_274	NC_000913.3_cds_YP_588455.2_1713	0.99	108	K8943_RS01390	b4535
NZ_CP082949.1_cds_WP_001313946.1_544	NC_000913.3_cds_NP_415077.1_532	0.947	552	K8943_RS02760	b0545
NZ_CP082949.1_cds_WP_001314161.1_1737	NC_000913.3_cds_NP_417481.1_2957	0.981	1188	K8943_RS08870	b3008
NZ_CP082949.1_cds_WP_001314210.1_2223	NC_000913.3_cds_NP_417942.6_3421	0.978	1125	K8943_RS11355	b3485
NZ_CP082949.1_cds_WP_001314258.1_2544	NC_000913.3_cds_NP_418232.2_3724	0.978	1047	K8943_RS13000	b3785
NZ_CP082949.1_cds_WP_001314326.1_2667	NC_000913.3_cds_NP_418325.4_3819	0.917	219	K8943_RS13655	b3889
NZ_CP082949.1_cds_WP_001314342.1_2803	NC_000913.3_cds_NP_418451.4_3943	0.964	639	K8943_RS14400	b4027
NZ_CP082949.1_cds_WP_001314343.1_2811	NC_000913.3_cds_NP_418459.1_3952	0.986	1116	K8943_RS14440	b4035
NZ_CP082949.1_cds_WP_001314355.1_2883	NC_000913.3_cds_NP_418509.1_4004	0.959	696	K8943_RS14800	b4085
NZ_CP082949.1_cds_WP_001314420.1_3313	NC_000913.3_cds_NP_414611.1_69	0.963	1656	K8943_RS16990	b0069
NZ_CP082949.1_cds_WP_001314434.1_3393	NC_000913.3_cds_NP_414683.1_141	0.83	591	K8943_RS17390	b0141
NZ_CP082949.1_cds_WP_001317551.1_2880	NC_000913.3_cds_YP_001165334.1_4001	0.974	276	K8943_RS14785	b4622
NZ_CP082949.1_cds_WP_001317588.1_3015	NC_000913.3_cds_NP_418633.4_4129	0.984	381	K8943_RS15480	b4212
NZ_CP082949.1_cds_WP_001317601.1_3175	NC_000913.3_cds_NP_418753.3_4246	0.979	861	K8943_RS16285	b4333
NZ_CP082949.1_cds_WP_001317886.1_391	NC_000913.3_cds_NP_416351.2_1833	0.984	192	K8943_RS01975	b1837
NZ_CP082949.1_cds_WP_001318165.1_2689	NC_000913.3_cds_NP_418351.1_3845	0.987	963	K8943_RS13765	b3916
NZ_CP082949.1_cds_WP_001325918.1_601	NC_000913.3_cds_NP_416484.2_1964	0.983	798	K8943_RS03050	b1976
NZ_CP082949.1_cds_WP_001327153.1_4660	NC_000913.3_cds_NP_415819.4_1288	0.961	978	K8943_RS23895	b1303
NZ_CP082949.1_cds_WP_001327190.1_1739	NC_000913.3_cds_NP_417483.2_2959	0.983	900	K8943_RS08880	b3010
NZ_CP082949.1_cds_WP_001327229.1_4411	NC_000913.3_cds_NP_415623.1_1078	0.978	642	K8943_RS22610	b1105
NZ_CP082949.1_cds_WP_001327299.1_1428	NC_000913.3_cds_NP_417290.1_2770	0.963	1206	K8943_RS07295	b2810
NZ_CP082949.1_cds_WP_001327313.1_2634	NC_000913.3_cds_NP_418298.4_3791	0.979	1431	K8943_RS13490	b3861
NZ_CP082949.1_cds_WP_001327380.1_813	NC_000913.3_cds_YP_009518800.1_2103	0.932	1848	K8943_RS04135	b2122
NZ_CP082949.1_cds_WP_001327388.1_763	NC_000913.3_cds_NP_416574.1_2054	0.956	1897	K8943_RS03885	b2070
NZ_CP082949.1_cds_WP_001327390.1_756	NC_000913.3_cds_NP_416567.4_2047	0.973	1584	K8943_RS03850	b2063
NZ_CP082949.1_cds_WP_001327406.1_1560	NC_000913.3_cds_NP_417411.2_2886	0.918	759	K8943_RS07975	b2936
NZ_CP082949.1_cds_WP_001327408.1_1568	NC_000913.3_cds_NP_417420.1_2896	0.977	708	K8943_RS08020	b2945
NZ_CP082949.1_cds_WP_001327409.1_1573	NC_000913.3_cds_NP_417425.2_2901	0.951	981	K8943_RS08045	b2950
NZ_CP082949.1_cds_WP_001327411.1_1584	NC_000913.3_cds_NP_417436.1_2912	0.98	1053	K8943_RS08100	b2961
NZ_CP082949.1_cds_WP_001327414.1_1587	NC_000913.3_cds_NP_417439.4_2915	0.98	1257	K8943_RS08115	b2964
NZ_CP082949.1_cds_WP_001327519.1_1054	NC_000913.3_cds_NP_416865.1_2343	0.963	922	K8943_RS05350	b2364
NZ_CP082949.1_cds_WP_001327661.1_162	NC_000913.3_cds_NP_416127.1_1602	0.967	930	K8943_RS00820	b1610
NZ_CP082949.1_cds_WP_001327708.1_1910	NC_000913.3_cds_NP_417641.4_3119	0.984	1626	K8943_RS09750	b3173
NZ_CP082949.1_cds_WP_001327775.1_2851	NC_000913.3_cds_NP_418485.1_3978	0.967	1549	K8943_RS14640	b4061
NZ_CP082949.1_cds_WP_001327784.1_4027	NC_000913.3_cds_NP_415327.2_781	0.988	261	K8943_RS20680	b0806
NZ_CP082949.1_cds_WP_001327806.1_388	NC_000913.3_cds_NP_416348.2_1830	0.973	2634	K8943_RS01960	b1834
NZ_CP082949.1_cds_WP_001327813.1_281	NC_000913.3_cds_NP_416242.6_1720	0.979	591	K8943_RS01425	b1728
NZ_CP082949.1_cds_WP_001332590.1_3263	NC_000913.3_cds_NP_414565.1_24	0.981	219	K8943_RS16740	b0024
NZ_CP082949.1_cds_WP_001332879.1_3063	NC_000913.3_cds_NP_418684.1_4178	0.957	1503	K8943_RS15720	b4263
NZ_CP082949.1_cds_WP_001336711.1_4514	NC_000913.3_cds_YP_001165315.1_1147	0.951	186	K8943_RS23150	b4594
NZ_CP082949.1_cds_WP_001336900.1_3841	NC_000913.3_cds_NP_415125.1_585	0.978	1176	K8943_RS19680	b0593
NZ_CP082949.1_cds_WP_001338897.1_1272	NC_000913.3_cds_NP_417102.4_2591	0.981	792	K8943_RS06485	b2611
NZ_CP082949.1_cds_WP_001339332.1_3853	NC_000913.3_cds_NP_415137.2_597	0.963	746	K8943_RS19740	b0604
NZ_CP082949.1_cds_WP_001339419.1_1279	NC_000913.3_cds_NP_417109.1_2598	0.945	438	K8943_RS06520	b2619
NZ_CP082949.1_cds_WP_001339583.1_4524	NC_000913.3_cds_NP_415699.5_1156	0.997	447	K8943_RS23200	b1181
NZ_CP082949.1_cds_WP_001339629.1_190	NC_000913.3_cds_NP_416154.1_1630	0.983	1275	K8943_RS00960	b1637
NZ_CP082949.1_cds_WP_001339765.1_794	NC_000913.3_cds_NP_416605.2_2084	0.964	819	K8943_RS04040	b2102
NZ_CP082949.1_cds_WP_001341279.1_3232	NC_000913.3_cds_NP_418811.2_4305	0.988	510	K8943_RS16585	b4394
NZ_CP082949.1_cds_WP_001341281.1_3203	NC_000913.3_cds_NP_418784.4_4276	0.988	771	K8943_RS16425	b4364
NZ_CP082949.1_cds_WP_001346341.1_3729	NC_000913.3_cds_NP_414980.2_438	0.989	819	K8943_RS19110	b0446
NZ_CP082949.1_cds_WP_001346607.1_2515	NC_000913.3_cds_NP_418204.2_3697	0.983	420	K8943_RS12825	b3748
NZ_CP082949.1_cds_WP_001346611.1_2486	NC_000913.3_cds_NP_418175.3_3668	0.96	1170	K8943_RS12680	b3719
NZ_CP082949.1_cds_WP_001347103.1_571	NC_000913.3_cds_NP_416478.2_1958	0.986	672	K8943_RS02895	b1969
NZ_CP082949.1_cds_WP_001350137.1_1522	NC_000913.3_cds_NP_417377.1_2852	0.96	1434	K8943_RS07785	b2901
NZ_CP082949.1_cds_WP_001350150.1_1417	NC_000913.3_cds_NP_417279.2_2759	0.981	1149	K8943_RS07240	b2799
NZ_CP082949.1_cds_WP_001350189.1_3994	NC_000913.3_cds_NP_415295.1_748	0.965	1290	K8943_RS20515	b0774
NZ_CP082949.1_cds_WP_001350228.1_136	NC_000913.3_cds_NP_416102.2_1575	0.973	711	K8943_RS00680	b1585
NZ_CP082949.1_cds_WP_001350303.1_1228	NC_000913.3_cds_NP_417059.1_2545	0.968	732	K8943_RS06245	b2564
NZ_CP082949.1_cds_WP_001350316.1_1072	NC_000913.3_cds_NP_416882.1_2362	0.972	738	K8943_RS05440	b2381
