query	target	identity	alignment_length	mismatches	gap_openings	query_start	query_end	target_start	target_end	evalue	bit_score	genome_id	query_gene	target_info	target_location	strand	start	end	locus_tag	chr_id	midpoint	queryGenes_locus	locusTag_locus	set_queryGenes_locus	start_min	end_max	set_locusTag_locus	variant	Info	Cluster
AYG21323.1|CP032667.1	CP027126.1_cds_AVN10142.1_2772	0.952	876	42	0	1	876	1	876	9.421e-191	586	GCA_002999075.1	yihT	lcl|CP027126.1_cds_AVN10142.1_2772 [locus_tag=CSC11_2836] [protein=hypothetical protein] [protein_id=AVN10142.1] [location=2879841..2880719] [gbkey=CDS]	2879841..2880719	+	2879841	2880719	CSC11_2836	CP027126.1	2880280.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CSC11_2842/CSC11_2841/CSC11_2841/CSC11_2840/CSC11_2840/CSC11_2839/CSC11_2838/CSC11_2837/CSC11_2836/CSC11_2835/CSC11_2834/CSC11_2833	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	2877038	2888889	CSC11_2833~CSC11_2834~CSC11_2835~CSC11_2836~CSC11_2837~CSC11_2838~CSC11_2839~CSC11_2840~CSC11_2841~CSC11_2842	long		7 (B1)
AYG21324.1|CP032667.1	CP027126.1_cds_AVN10108.1_2773	1.0	1239	0	0	1	1239	1	1239	3.833e-299	906	GCA_002999075.1	yihS	lcl|CP027126.1_cds_AVN10108.1_2773 [locus_tag=CSC11_2837] [protein=hypothetical protein] [protein_id=AVN10108.1] [location=2880736..2881977] [gbkey=CDS]	2880736..2881977	+	2880736	2881977	CSC11_2837	CP027126.1	2881356.5	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CSC11_2842/CSC11_2841/CSC11_2841/CSC11_2840/CSC11_2840/CSC11_2839/CSC11_2838/CSC11_2837/CSC11_2836/CSC11_2835/CSC11_2834/CSC11_2833	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	2877038	2888889	CSC11_2833~CSC11_2834~CSC11_2835~CSC11_2836~CSC11_2837~CSC11_2838~CSC11_2839~CSC11_2840~CSC11_2841~CSC11_2842	long		7 (B1)
AYG21325.1|CP032667.1	CP027126.1_cds_AVN11314.1_2774	0.98	900	18	0	25	924	1	900	6.978e-203	622	GCA_002999075.1	yihR	lcl|CP027126.1_cds_AVN11314.1_2774 [locus_tag=CSC11_2838] [protein=aldose 1-epimerase family protein] [protein_id=AVN11314.1] [location=2882115..2883017] [gbkey=CDS]	2882115..2883017	+	2882115	2883017	CSC11_2838	CP027126.1	2882566.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CSC11_2842/CSC11_2841/CSC11_2841/CSC11_2840/CSC11_2840/CSC11_2839/CSC11_2838/CSC11_2837/CSC11_2836/CSC11_2835/CSC11_2834/CSC11_2833	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	2877038	2888889	CSC11_2833~CSC11_2834~CSC11_2835~CSC11_2836~CSC11_2837~CSC11_2838~CSC11_2839~CSC11_2840~CSC11_2841~CSC11_2842	long		7 (B1)
AYG21326.1|CP032667.1	CP027126.1_cds_AVN10485.1_2775	1.0	2034	0	0	1	2034	1	2034	0.0	1471	GCA_002999075.1	yihQ	lcl|CP027126.1_cds_AVN10485.1_2775 [locus_tag=CSC11_2839] [protein=glycosyl hydrolases 31 family protein] [protein_id=AVN10485.1] [location=2883216..2885252] [gbkey=CDS]	2883216..2885252	+	2883216	2885252	CSC11_2839	CP027126.1	2884234.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CSC11_2842/CSC11_2841/CSC11_2841/CSC11_2840/CSC11_2840/CSC11_2839/CSC11_2838/CSC11_2837/CSC11_2836/CSC11_2835/CSC11_2834/CSC11_2833	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	2877038	2888889	CSC11_2833~CSC11_2834~CSC11_2835~CSC11_2836~CSC11_2837~CSC11_2838~CSC11_2839~CSC11_2840~CSC11_2841~CSC11_2842	long		7 (B1)
AYG21328.1|CP032667.1	CP027126.1_cds_AVN11393.1_2776	0.683	1365	430	0	1	1356	10	1374	2.403e-199	621	GCA_002999075.1	yihO	lcl|CP027126.1_cds_AVN11393.1_2776 [gene=yihP] [locus_tag=CSC11_2840] [protein=inner membrane symporter YihP] [protein_id=AVN11393.1] [location=2885298..2886683] [gbkey=CDS]	2885298..2886683	+	2885298	2886683	CSC11_2840	CP027126.1	2885990.5	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CSC11_2842/CSC11_2841/CSC11_2841/CSC11_2840/CSC11_2840/CSC11_2839/CSC11_2838/CSC11_2837/CSC11_2836/CSC11_2835/CSC11_2834/CSC11_2833	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	2877038	2888889	CSC11_2833~CSC11_2834~CSC11_2835~CSC11_2836~CSC11_2837~CSC11_2838~CSC11_2839~CSC11_2840~CSC11_2841~CSC11_2842	long		7 (B1)
AYG21328.1|CP032667.1	CP027126.1_cds_AVN08414.1_2777	0.955	1401	63	0	1	1401	1	1401	1.127e-309	939	GCA_002999075.1	yihO	lcl|CP027126.1_cds_AVN08414.1_2777 [locus_tag=CSC11_2841] [protein=sugar (Glycoside-Pentoside-Hexuronide) transporter domain protein] [protein_id=AVN08414.1] [location=2886726..2888129] [gbkey=CDS]	2886726..2888129	+	2886726	2888129	CSC11_2841	CP027126.1	2887427.5	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CSC11_2842/CSC11_2841/CSC11_2841/CSC11_2840/CSC11_2840/CSC11_2839/CSC11_2838/CSC11_2837/CSC11_2836/CSC11_2835/CSC11_2834/CSC11_2833	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	2877038	2888889	CSC11_2833~CSC11_2834~CSC11_2835~CSC11_2836~CSC11_2837~CSC11_2838~CSC11_2839~CSC11_2840~CSC11_2841~CSC11_2842	long		7 (B1)
AYG21329.1|CP032667.1	CP027126.1_cds_AVN10355.1_2778	1.0	690	0	0	1	690	1	690	1.421e-159	492	GCA_002999075.1	ompL	lcl|CP027126.1_cds_AVN10355.1_2778 [gene=ompL] [locus_tag=CSC11_2842] [protein=porin OmpL] [protein_id=AVN10355.1] [location=2888197..2888889] [gbkey=CDS]	2888197..2888889	+	2888197	2888889	CSC11_2842	CP027126.1	2888543.0	ompL/yihP/yihO/yihP/yihO/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CSC11_2842/CSC11_2841/CSC11_2841/CSC11_2840/CSC11_2840/CSC11_2839/CSC11_2838/CSC11_2837/CSC11_2836/CSC11_2835/CSC11_2834/CSC11_2833	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	2877038	2888889	CSC11_2833~CSC11_2834~CSC11_2835~CSC11_2836~CSC11_2837~CSC11_2838~CSC11_2839~CSC11_2840~CSC11_2841~CSC11_2842	long		7 (B1)
AYG21329.1|CP032667.1	CP027134.1_cds_AVJ72423.1_79	1.0	690	0	0	1	690	1	690	1.9079999999999998e-158	489	GCA_002968735.1	ompL	lcl|CP027134.1_cds_AVJ72423.1_79 [gene=ompL] [locus_tag=CSC09_0087] [protein=porin OmpL] [protein_id=AVJ72423.1] [location=complement(82341..83033)] [gbkey=CDS]	complement(82341..83033)	-	82341	83033	CSC09_0087	CP027134.1	82687.0	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CSC09_0087/CSC09_0088/CSC09_0088/CSC09_0089/CSC09_0089/CSC09_0090/CSC09_0092/CSC09_0093/CSC09_0094/CSC09_0095/CSC09_0096/CSC09_0097	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	82341	94965	CSC09_0087~CSC09_0088~CSC09_0089~CSC09_0090~CSC09_0092~CSC09_0093~CSC09_0094~CSC09_0095~CSC09_0096~CSC09_0097	long		1 (D)
AYG21328.1|CP032667.1	CP027134.1_cds_AVJ71901.1_80	0.953	1401	66	0	1	1401	1	1401	5.86e-309	937	GCA_002968735.1	yihO	lcl|CP027134.1_cds_AVJ71901.1_80 [locus_tag=CSC09_0088] [protein=sugar (Glycoside-Pentoside-Hexuronide) transporter domain protein] [protein_id=AVJ71901.1] [location=complement(83100..84503)] [gbkey=CDS]	complement(83100..84503)	-	83100	84503	CSC09_0088	CP027134.1	83801.5	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CSC09_0087/CSC09_0088/CSC09_0088/CSC09_0089/CSC09_0089/CSC09_0090/CSC09_0092/CSC09_0093/CSC09_0094/CSC09_0095/CSC09_0096/CSC09_0097	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	82341	94965	CSC09_0087~CSC09_0088~CSC09_0089~CSC09_0090~CSC09_0092~CSC09_0093~CSC09_0094~CSC09_0095~CSC09_0096~CSC09_0097	long		1 (D)
AYG21328.1|CP032667.1	CP027134.1_cds_AVJ71349.1_81	0.684	1365	428	0	1	1356	10	1374	1.3800000000000002e-199	621	GCA_002968735.1	yihO	lcl|CP027134.1_cds_AVJ71349.1_81 [gene=yihP] [locus_tag=CSC09_0089] [protein=inner membrane symporter YihP] [protein_id=AVJ71349.1] [location=complement(84546..85931)] [gbkey=CDS]	complement(84546..85931)	-	84546	85931	CSC09_0089	CP027134.1	85238.5	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CSC09_0087/CSC09_0088/CSC09_0088/CSC09_0089/CSC09_0089/CSC09_0090/CSC09_0092/CSC09_0093/CSC09_0094/CSC09_0095/CSC09_0096/CSC09_0097	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	82341	94965	CSC09_0087~CSC09_0088~CSC09_0089~CSC09_0090~CSC09_0092~CSC09_0093~CSC09_0094~CSC09_0095~CSC09_0096~CSC09_0097	long		1 (D)
AYG21326.1|CP032667.1	CP027134.1_cds_AVJ70104.1_82	1.0	2034	0	0	1	2034	1	2034	0.0	1458	GCA_002968735.1	yihQ	lcl|CP027134.1_cds_AVJ70104.1_82 [locus_tag=CSC09_0090] [protein=glycosyl hydrolases 31 family protein] [protein_id=AVJ70104.1] [location=complement(85977..88013)] [gbkey=CDS]	complement(85977..88013)	-	85977	88013	CSC09_0090	CP027134.1	86995.0	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CSC09_0087/CSC09_0088/CSC09_0088/CSC09_0089/CSC09_0089/CSC09_0090/CSC09_0092/CSC09_0093/CSC09_0094/CSC09_0095/CSC09_0096/CSC09_0097	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	82341	94965	CSC09_0087~CSC09_0088~CSC09_0089~CSC09_0090~CSC09_0092~CSC09_0093~CSC09_0094~CSC09_0095~CSC09_0096~CSC09_0097	long		1 (D)
AYG21325.1|CP032667.1	CP027134.1_cds_AVJ69897.1_84	0.96	894	36	0	25	918	1	894	1.486e-196	604	GCA_002968735.1	yihR	lcl|CP027134.1_cds_AVJ69897.1_84 [locus_tag=CSC09_0092] [protein=aldose 1-epimerase family protein] [protein_id=AVJ69897.1] [location=complement(89057..89959)] [gbkey=CDS]	complement(89057..89959)	-	89057	89959	CSC09_0092	CP027134.1	89508.0	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CSC09_0087/CSC09_0088/CSC09_0088/CSC09_0089/CSC09_0089/CSC09_0090/CSC09_0092/CSC09_0093/CSC09_0094/CSC09_0095/CSC09_0096/CSC09_0097	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	82341	94965	CSC09_0087~CSC09_0088~CSC09_0089~CSC09_0090~CSC09_0092~CSC09_0093~CSC09_0094~CSC09_0095~CSC09_0096~CSC09_0097	long		1 (D)
AYG21324.1|CP032667.1	CP027134.1_cds_AVJ70659.1_85	1.0	1239	0	0	1	1239	1	1239	6.386e-297	899	GCA_002968735.1	yihS	lcl|CP027134.1_cds_AVJ70659.1_85 [locus_tag=CSC09_0093] [protein=hypothetical protein] [protein_id=AVJ70659.1] [location=complement(90027..91268)] [gbkey=CDS]	complement(90027..91268)	-	90027	91268	CSC09_0093	CP027134.1	90647.5	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CSC09_0087/CSC09_0088/CSC09_0088/CSC09_0089/CSC09_0089/CSC09_0090/CSC09_0092/CSC09_0093/CSC09_0094/CSC09_0095/CSC09_0096/CSC09_0097	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	82341	94965	CSC09_0087~CSC09_0088~CSC09_0089~CSC09_0090~CSC09_0092~CSC09_0093~CSC09_0094~CSC09_0095~CSC09_0096~CSC09_0097	long		1 (D)
AYG21323.1|CP032667.1	CP027134.1_cds_AVJ71428.1_86	0.946	876	47	0	1	876	1	876	2.372e-189	582	GCA_002968735.1	yihT	lcl|CP027134.1_cds_AVJ71428.1_86 [locus_tag=CSC09_0094] [protein=hypothetical protein] [protein_id=AVJ71428.1] [location=complement(91284..92162)] [gbkey=CDS]	complement(91284..92162)	-	91284	92162	CSC09_0094	CP027134.1	91723.0	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CSC09_0087/CSC09_0088/CSC09_0088/CSC09_0089/CSC09_0089/CSC09_0090/CSC09_0092/CSC09_0093/CSC09_0094/CSC09_0095/CSC09_0096/CSC09_0097	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	82341	94965	CSC09_0087~CSC09_0088~CSC09_0089~CSC09_0090~CSC09_0092~CSC09_0093~CSC09_0094~CSC09_0095~CSC09_0096~CSC09_0097	long		1 (D)
AYG21322.1|CP032667.1	CP027134.1_cds_AVJ72381.1_87	0.925	894	67	0	1	894	1	894	3.91e-188	579	GCA_002968735.1	yihU	lcl|CP027134.1_cds_AVJ72381.1_87 [locus_tag=CSC09_0095] [protein=UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain protein] [protein_id=AVJ72381.1] [location=complement(92186..93082)] [gbkey=CDS]	complement(92186..93082)	-	92186	93082	CSC09_0095	CP027134.1	92634.0	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CSC09_0087/CSC09_0088/CSC09_0088/CSC09_0089/CSC09_0089/CSC09_0090/CSC09_0092/CSC09_0093/CSC09_0094/CSC09_0095/CSC09_0096/CSC09_0097	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	82341	94965	CSC09_0087~CSC09_0088~CSC09_0089~CSC09_0090~CSC09_0092~CSC09_0093~CSC09_0094~CSC09_0095~CSC09_0096~CSC09_0097	long		1 (D)
AYG21321.1|CP032667.1	CP027134.1_cds_AVJ68902.1_88	0.948	894	46	0	1	894	1	894	6.968e-194	595	GCA_002968735.1	yihV	lcl|CP027134.1_cds_AVJ68902.1_88 [locus_tag=CSC09_0096] [protein=pfkB carbohydrate kinase family protein] [protein_id=AVJ68902.1] [location=93250..94146] [gbkey=CDS]	93250..94146	+	93250	94146	CSC09_0096	CP027134.1	93698.0	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CSC09_0087/CSC09_0088/CSC09_0088/CSC09_0089/CSC09_0089/CSC09_0090/CSC09_0092/CSC09_0093/CSC09_0094/CSC09_0095/CSC09_0096/CSC09_0097	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	82341	94965	CSC09_0087~CSC09_0088~CSC09_0089~CSC09_0090~CSC09_0092~CSC09_0093~CSC09_0094~CSC09_0095~CSC09_0096~CSC09_0097	long		1 (D)
AYG21320.1|CP032667.1	CP027134.1_cds_AVJ69818.1_89	0.929	735	52	0	49	783	1	735	2.982e-154	479	GCA_002968735.1	yihW	lcl|CP027134.1_cds_AVJ69818.1_89 [locus_tag=CSC09_0097] [protein=HTH domain protein] [protein_id=AVJ69818.1] [location=94228..94965] [gbkey=CDS]	94228..94965	+	94228	94965	CSC09_0097	CP027134.1	94596.5	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CSC09_0087/CSC09_0088/CSC09_0088/CSC09_0089/CSC09_0089/CSC09_0090/CSC09_0092/CSC09_0093/CSC09_0094/CSC09_0095/CSC09_0096/CSC09_0097	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	82341	94965	CSC09_0087~CSC09_0088~CSC09_0089~CSC09_0090~CSC09_0092~CSC09_0093~CSC09_0094~CSC09_0095~CSC09_0096~CSC09_0097	long		1 (D)
AYG21323.1|CP032667.1	CP027140.1_cds_AVJ75762.1_1856	0.669	864	286	0	10	873	22	885	7.521000000000001e-121	384	GCA_002968715.1	yihT	lcl|CP027140.1_cds_AVJ75762.1_1856 [locus_tag=CSC06_1911] [protein=hypothetical protein] [protein_id=AVJ75762.1] [location=complement(1893513..1894400)] [gbkey=CDS]	complement(1893513..1894400)	-	1893513	1894400	CSC06_1911	CP027140.1	1893956.5	yihT/yihU/yihV/yihW	CSC06_1911/CSC06_1912/CSC06_1913/CSC06_1914	yihT~yihU~yihV~yihW	1893513	1897200	CSC06_1911~CSC06_1912~CSC06_1913~CSC06_1914	short		2 (A)
AYG21322.1|CP032667.1	CP027140.1_cds_AVJ77646.1_1857	0.716	876	248	0	1	876	1	876	5.355e-134	422	GCA_002968715.1	yihU	lcl|CP027140.1_cds_AVJ77646.1_1857 [locus_tag=CSC06_1912] [protein=UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain protein] [protein_id=AVJ77646.1] [location=complement(1894425..1895303)] [gbkey=CDS]	complement(1894425..1895303)	-	1894425	1895303	CSC06_1912	CP027140.1	1894864.0	yihT/yihU/yihV/yihW	CSC06_1911/CSC06_1912/CSC06_1913/CSC06_1914	yihT~yihU~yihV~yihW	1893513	1897200	CSC06_1911~CSC06_1912~CSC06_1913~CSC06_1914	short		2 (A)
AYG21321.1|CP032667.1	CP027140.1_cds_AVJ75851.1_1858	0.665	894	299	0	1	894	1	894	1.996e-124	395	GCA_002968715.1	yihV	lcl|CP027140.1_cds_AVJ75851.1_1858 [locus_tag=CSC06_1913] [protein=pfkB carbohydrate kinase family protein] [protein_id=AVJ75851.1] [location=1895476..1896372] [gbkey=CDS]	1895476..1896372	+	1895476	1896372	CSC06_1913	CP027140.1	1895924.0	yihT/yihU/yihV/yihW	CSC06_1911/CSC06_1912/CSC06_1913/CSC06_1914	yihT~yihU~yihV~yihW	1893513	1897200	CSC06_1911~CSC06_1912~CSC06_1913~CSC06_1914	short		2 (A)
AYG21320.1|CP032667.1	CP027140.1_cds_AVJ74342.1_1859	0.709	780	227	0	1	780	1	780	3.282e-117	372	GCA_002968715.1	yihW	lcl|CP027140.1_cds_AVJ74342.1_1859 [locus_tag=CSC06_1914] [protein=glycerol-3-phosphate regulon repressor] [protein_id=AVJ74342.1] [location=1896412..1897200] [gbkey=CDS]	1896412..1897200	+	1896412	1897200	CSC06_1914	CP027140.1	1896806.0	yihT/yihU/yihV/yihW	CSC06_1911/CSC06_1912/CSC06_1913/CSC06_1914	yihT~yihU~yihV~yihW	1893513	1897200	CSC06_1911~CSC06_1912~CSC06_1913~CSC06_1914	short		2 (A)
AYG21320.1|CP032667.1	CP027205.2_cds_AVN03351.1_4516	0.935	783	51	0	1	783	1	783	2.647e-166	514	GCA_002811555.2	yihW	lcl|CP027205.2_cds_AVN03351.1_4516 [locus_tag=CXB56_27100] [protein=DeoR/GlpR transcriptional regulator] [protein_id=AVN03351.1] [location=complement(4622529..4623314)] [gbkey=CDS]	complement(4622529..4623314)	-	4622529	4623314	CXB56_27100	CP027205.2	4622921.5	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CXB56_27145/CXB56_27140/CXB56_27140/CXB56_27135/CXB56_27135/CXB56_27130/CXB56_27125/CXB56_27120/CXB56_27115/CXB56_27110/CXB56_27105/CXB56_27100	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4622529	4634380	CXB56_27100~CXB56_27105~CXB56_27110~CXB56_27115~CXB56_27120~CXB56_27125~CXB56_27130~CXB56_27135~CXB56_27140~CXB56_27145	long		7 (B1)
AYG21321.1|CP032667.1	CP027205.2_cds_AVN03352.1_4517	0.956	894	39	0	1	894	1	894	8.368999999999999e-196	601	GCA_002811555.2	yihV	lcl|CP027205.2_cds_AVN03352.1_4517 [locus_tag=CXB56_27105] [protein=ribokinase] [protein_id=AVN03352.1] [location=complement(4623348..4624244)] [gbkey=CDS]	complement(4623348..4624244)	-	4623348	4624244	CXB56_27105	CP027205.2	4623796.0	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CXB56_27145/CXB56_27140/CXB56_27140/CXB56_27135/CXB56_27135/CXB56_27130/CXB56_27125/CXB56_27120/CXB56_27115/CXB56_27110/CXB56_27105/CXB56_27100	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4622529	4634380	CXB56_27100~CXB56_27105~CXB56_27110~CXB56_27115~CXB56_27120~CXB56_27125~CXB56_27130~CXB56_27135~CXB56_27140~CXB56_27145	long		7 (B1)
AYG21322.1|CP032667.1	CP027205.2_cds_AVN03353.1_4518	0.934	894	59	0	1	894	1	894	2.501e-190	585	GCA_002811555.2	yihU	lcl|CP027205.2_cds_AVN03353.1_4518 [locus_tag=CXB56_27110] [protein=3-sulfolactaldehyde reductase] [protein_id=AVN03353.1] [location=4624412..4625308] [gbkey=CDS]	4624412..4625308	+	4624412	4625308	CXB56_27110	CP027205.2	4624860.0	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CXB56_27145/CXB56_27140/CXB56_27140/CXB56_27135/CXB56_27135/CXB56_27130/CXB56_27125/CXB56_27120/CXB56_27115/CXB56_27110/CXB56_27105/CXB56_27100	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4622529	4634380	CXB56_27100~CXB56_27105~CXB56_27110~CXB56_27115~CXB56_27120~CXB56_27125~CXB56_27130~CXB56_27135~CXB56_27140~CXB56_27145	long		7 (B1)
AYG21323.1|CP032667.1	CP027205.2_cds_AVN03354.1_4519	0.952	876	42	0	1	876	1	876	1.0049999999999999e-190	586	GCA_002811555.2	yihT	lcl|CP027205.2_cds_AVN03354.1_4519 [locus_tag=CXB56_27115] [protein=sulfofructosephosphate aldolase] [protein_id=AVN03354.1] [location=4625332..4626210] [gbkey=CDS]	4625332..4626210	+	4625332	4626210	CXB56_27115	CP027205.2	4625771.0	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CXB56_27145/CXB56_27140/CXB56_27140/CXB56_27135/CXB56_27135/CXB56_27130/CXB56_27125/CXB56_27120/CXB56_27115/CXB56_27110/CXB56_27105/CXB56_27100	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4622529	4634380	CXB56_27100~CXB56_27105~CXB56_27110~CXB56_27115~CXB56_27120~CXB56_27125~CXB56_27130~CXB56_27135~CXB56_27140~CXB56_27145	long		7 (B1)
AYG21324.1|CP032667.1	CP027205.2_cds_AVN03355.1_4520	1.0	1239	0	0	1	1239	1	1239	4.0889999999999997e-299	906	GCA_002811555.2	yihS	lcl|CP027205.2_cds_AVN03355.1_4520 [locus_tag=CXB56_27120] [protein=sulfoquinovose isomerase] [protein_id=AVN03355.1] [location=4626227..4627468] [gbkey=CDS]	4626227..4627468	+	4626227	4627468	CXB56_27120	CP027205.2	4626847.5	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CXB56_27145/CXB56_27140/CXB56_27140/CXB56_27135/CXB56_27135/CXB56_27130/CXB56_27125/CXB56_27120/CXB56_27115/CXB56_27110/CXB56_27105/CXB56_27100	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4622529	4634380	CXB56_27100~CXB56_27105~CXB56_27110~CXB56_27115~CXB56_27120~CXB56_27125~CXB56_27130~CXB56_27135~CXB56_27140~CXB56_27145	long		7 (B1)
AYG21325.1|CP032667.1	CP027205.2_cds_AVN03356.1_4521	0.975	924	23	0	1	924	1	924	3.1e-207	634	GCA_002811555.2	yihR	lcl|CP027205.2_cds_AVN03356.1_4521 [locus_tag=CXB56_27125] [protein=aldose-1-epimerase] [protein_id=AVN03356.1] [location=4627582..4628508] [gbkey=CDS]	4627582..4628508	+	4627582	4628508	CXB56_27125	CP027205.2	4628045.0	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CXB56_27145/CXB56_27140/CXB56_27140/CXB56_27135/CXB56_27135/CXB56_27130/CXB56_27125/CXB56_27120/CXB56_27115/CXB56_27110/CXB56_27105/CXB56_27100	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4622529	4634380	CXB56_27100~CXB56_27105~CXB56_27110~CXB56_27115~CXB56_27120~CXB56_27125~CXB56_27130~CXB56_27135~CXB56_27140~CXB56_27145	long		7 (B1)
AYG21326.1|CP032667.1	CP027205.2_cds_AVN03357.1_4522	1.0	2034	0	0	1	2034	1	2034	0.0	1467	GCA_002811555.2	yihQ	lcl|CP027205.2_cds_AVN03357.1_4522 [locus_tag=CXB56_27130] [protein=alpha-glucosidase] [protein_id=AVN03357.1] [location=4628707..4630743] [gbkey=CDS]	4628707..4630743	+	4628707	4630743	CXB56_27130	CP027205.2	4629725.0	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CXB56_27145/CXB56_27140/CXB56_27140/CXB56_27135/CXB56_27135/CXB56_27130/CXB56_27125/CXB56_27120/CXB56_27115/CXB56_27110/CXB56_27105/CXB56_27100	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4622529	4634380	CXB56_27100~CXB56_27105~CXB56_27110~CXB56_27115~CXB56_27120~CXB56_27125~CXB56_27130~CXB56_27135~CXB56_27140~CXB56_27145	long		7 (B1)
AYG21327.1|CP032667.1	CP027205.2_cds_AVN03358.1_4523	0.959	1383	57	0	1	1383	1	1383	4.95e-307	931	GCA_002811555.2	yihP	lcl|CP027205.2_cds_AVN03358.1_4523 [locus_tag=CXB56_27135] [protein=MFS transporter] [protein_id=AVN03358.1] [location=4630789..4632174] [gbkey=CDS]	4630789..4632174	+	4630789	4632174	CXB56_27135	CP027205.2	4631481.5	ompL/yihO/yihP/yihO/yihP/yihQ/yihR/yihS/yihT/yihU/yihV/yihW	CXB56_27145/CXB56_27140/CXB56_27140/CXB56_27135/CXB56_27135/CXB56_27130/CXB56_27125/CXB56_27120/CXB56_27115/CXB56_27110/CXB56_27105/CXB56_27100	ompL~yihO~yihP~yihQ~yihR~yihS~yihT~yihU~yihV~yihW	4622529	4634380	CXB56_27100~CXB56_27105~CXB56_27110~CXB56_27115~CXB56_27120~CXB56_27125~CXB56_27130~CXB56_27135~CXB56_27140~CXB56_27145	long		7 (B1)
